player_name,player_status,team_name,game_id
Shai Gilgeous-Alexander,Starter,OKC,202501290GSW
Luguentz Dort,Starter,OKC,202501290GSW
Jalen Williams,Starter,OKC,202501290GSW
Isaiah Hartenstein,Starter,OKC,202501290GSW
Cason Wallace,Starter,OKC,202501290GSW
Isaiah Joe,Reserves,OKC,202501290GSW
Jaylin Williams,Reserves,OKC,202501290GSW
Aaron Wiggins,Reserves,OKC,202501290GSW
Kenrich Williams,Reserves,OKC,202501290GSW
Ousmane Dieng,Reserves,OKC,202501290GSW
Alex Caruso,Reserves,OKC,202501290GSW
Branden Carlson,Reserves: Did Not Play,OKC,202501290GSW
Alex Ducas,Reserves: Did Not Play,OKC,202501290GSW
Adam Flagler,Reserves: Did Not Play,OKC,202501290GSW
Andrew Wiggins,Starter,GSW,202501290GSW
Stephen Curry,Starter,GSW,202501290GSW
Gary Payton II,Starter,GSW,202501290GSW
Buddy Hield,Starter,GSW,202501290GSW
Quinten Post,Starter,GSW,202501290GSW
Dennis Schröder,Reserves,GSW,202501290GSW
Kevon Looney,Reserves,GSW,202501290GSW
Gui Santos,Reserves,GSW,202501290GSW
Brandin Podziemski,Reserves,GSW,202501290GSW
Moses Moody,Reserves,GSW,202501290GSW
Kyle Anderson,Reserves,GSW,202501290GSW
Trayce Jackson-Davis,Reserves: Did Not Play,GSW,202501290GSW
Lindy Waters III,Reserves: Did Not Play,GSW,202501290GSW
Collin Sexton,Starter,UTA,202501280GSW
Isaiah Collier,Starter,UTA,202501280GSW
Micah Potter,Starter,UTA,202501280GSW
Brice Sensabaugh,Starter,UTA,202501280GSW
Drew Eubanks,Starter,UTA,202501280GSW
Keyonte George,Reserves,UTA,202501280GSW
Svi Mykhailiuk,Reserves,UTA,202501280GSW
Kyle Filipowski,Reserves,UTA,202501280GSW
Patty Mills,Reserves,UTA,202501280GSW
Elijah Harkless,Reserves,UTA,202501280GSW
Johnny Juzang,Reserves: Did Not Dress,UTA,202501280GSW
Oscar Tshiebwe,Reserves: Did Not Play,UTA,202501280GSW
Dennis Schröder,Starter,GSW,202501280GSW
Andrew Wiggins,Starter,GSW,202501280GSW
Moses Moody,Starter,GSW,202501280GSW
Buddy Hield,Starter,GSW,202501280GSW
Trayce Jackson-Davis,Starter,GSW,202501280GSW
Brandin Podziemski,Reserves,GSW,202501280GSW
Kevon Looney,Reserves,GSW,202501280GSW
Gui Santos,Reserves,GSW,202501280GSW
Quinten Post,Reserves,GSW,202501280GSW
Kyle Anderson,Reserves,GSW,202501280GSW
Gary Payton II,Reserves,GSW,202501280GSW
Stephen Curry,Reserves: Did Not Dress,GSW,202501280GSW
Pat Spencer,Reserves: Did Not Play,GSW,202501280GSW
Lindy Waters III,Reserves: Did Not Play,GSW,202501280GSW
Jonathan Kuminga,Starter,GSW,202412110HOU
Buddy Hield,Starter,GSW,202412110HOU
Stephen Curry,Starter,GSW,202412110HOU
Draymond Green,Starter,GSW,202412110HOU
Gary Payton II,Starter,GSW,202412110HOU
Brandin Podziemski,Reserves,GSW,202412110HOU
Lindy Waters III,Reserves,GSW,202412110HOU
Trayce Jackson-Davis,Reserves,GSW,202412110HOU
Kevon Looney,Reserves,GSW,202412110HOU
Kyle Anderson,Reserves,GSW,202412110HOU
Pat Spencer,Reserves,GSW,202412110HOU
Gui Santos,Reserves: Did Not Play,GSW,202412110HOU
Jabari Smith Jr.,Starter,HOU,202412110HOU
Dillon Brooks,Starter,HOU,202412110HOU
Fred VanVleet,Starter,HOU,202412110HOU
Alperen Şengün,Starter,HOU,202412110HOU
Jalen Green,Starter,HOU,202412110HOU
Amen Thompson,Reserves,HOU,202412110HOU
Tari Eason,Reserves,HOU,202412110HOU
Aaron Holiday,Reserves,HOU,202412110HOU
Steven Adams,Reserves: Did Not Play,HOU,202412110HOU
Jeff Green,Reserves: Did Not Play,HOU,202412110HOU
Jock Landale,Reserves: Did Not Play,HOU,202412110HOU
Reed Sheppard,Reserves: Did Not Play,HOU,202412110HOU
Jae'Sean Tate,Reserves: Did Not Play,HOU,202412110HOU
Cam Whitmore,Reserves: Did Not Play,HOU,202412110HOU
Jeenathan Williams,Reserves: Did Not Play,HOU,202412110HOU
Jordan Poole,Starter,WAS,202412210MIL
Bilal Coulibaly,Starter,WAS,202412210MIL
Alex Sarr,Starter,WAS,202412210MIL
Malcolm Brogdon,Starter,WAS,202412210MIL
Justin Champagnie,Starter,WAS,202412210MIL
Carlton Carrington,Reserves,WAS,202412210MIL
Corey Kispert,Reserves,WAS,202412210MIL
Kyshawn George,Reserves,WAS,202412210MIL
Jonas Valančiūnas,Reserves,WAS,202412210MIL
Marvin Bagley III,Reserves: Did Not Play,WAS,202412210MIL
Patrick Baldwin Jr.,Reserves: Did Not Play,WAS,202412210MIL
Jared Butler,Reserves: Did Not Play,WAS,202412210MIL
Johnny Davis,Reserves: Did Not Play,WAS,202412210MIL
Anthony Gill,Reserves: Did Not Play,WAS,202412210MIL
Richaun Holmes,Reserves: Did Not Play,WAS,202412210MIL
Bobby Portis,Starter,MIL,202412210MIL
Brook Lopez,Starter,MIL,202412210MIL
Ryan Rollins,Starter,MIL,202412210MIL
Khris Middleton,Starter,MIL,202412210MIL
Andre Jackson Jr.,Starter,MIL,202412210MIL
A.J. Green,Reserves,MIL,202412210MIL
Gary Trent Jr.,Reserves,MIL,202412210MIL
Taurean Prince,Reserves,MIL,202412210MIL
Delon Wright,Reserves,MIL,202412210MIL
MarJon Beauchamp,Reserves,MIL,202412210MIL
Pat Connaughton,Reserves: Did Not Play,MIL,202412210MIL
Liam Robbins,Reserves: Did Not Play,MIL,202412210MIL
Stanley Umude,Reserves: Did Not Play,MIL,202412210MIL
Donovan Mitchell,Starter,CLE,202501220HOU
Darius Garland,Starter,CLE,202501220HOU
Jarrett Allen,Starter,CLE,202501220HOU
Dean Wade,Starter,CLE,202501220HOU
Max Strus,Starter,CLE,202501220HOU
Ty Jerome,Reserves,CLE,202501220HOU
Sam Merrill,Reserves,CLE,202501220HOU
Georges Niang,Reserves,CLE,202501220HOU
Tristan Thompson,Reserves,CLE,202501220HOU
Jaylon Tyson,Reserves,CLE,202501220HOU
Emoni Bates,Reserves: Did Not Play,CLE,202501220HOU
Craig Porter Jr.,Reserves: Did Not Play,CLE,202501220HOU
Fred VanVleet,Starter,HOU,202501220HOU
Amen Thompson,Starter,HOU,202501220HOU
Jalen Green,Starter,HOU,202501220HOU
Dillon Brooks,Starter,HOU,202501220HOU
Alperen Şengün,Starter,HOU,202501220HOU
Cam Whitmore,Reserves,HOU,202501220HOU
Tari Eason,Reserves,HOU,202501220HOU
Steven Adams,Reserves,HOU,202501220HOU
Jae'Sean Tate,Reserves,HOU,202501220HOU
Jeff Green,Reserves: Did Not Play,HOU,202501220HOU
Aaron Holiday,Reserves: Did Not Play,HOU,202501220HOU
Jock Landale,Reserves: Did Not Play,HOU,202501220HOU
Reed Sheppard,Reserves: Did Not Play,HOU,202501220HOU
Jabari Smith Jr.,Reserves: Did Not Dress,HOU,202501220HOU
Jeenathan Williams,Reserves: Did Not Play,HOU,202501220HOU
Devin Booker,Starter,PHO,202501070CHO
Kevin Durant,Starter,PHO,202501070CHO
Ryan Dunn,Starter,PHO,202501070CHO
Tyus Jones,Starter,PHO,202501070CHO
Mason Plumlee,Starter,PHO,202501070CHO
Bradley Beal,Reserves,PHO,202501070CHO
Grayson Allen,Reserves,PHO,202501070CHO
Jusuf Nurkić,Reserves,PHO,202501070CHO
Monte Morris,Reserves,PHO,202501070CHO
Oso Ighodaro,Reserves,PHO,202501070CHO
Josh Okogie,Reserves,PHO,202501070CHO
Bol Bol,Reserves: Did Not Play,PHO,202501070CHO
Damion Lee,Reserves: Did Not Play,PHO,202501070CHO
Miles Bridges,Starter,CHO,202501070CHO
LaMelo Ball,Starter,CHO,202501070CHO
Brandon Miller,Starter,CHO,202501070CHO
Mark Williams,Starter,CHO,202501070CHO
Josh Green,Starter,CHO,202501070CHO
Cody Martin,Reserves,CHO,202501070CHO
Nick Richards,Reserves,CHO,202501070CHO
Nick Smith Jr.,Reserves,CHO,202501070CHO
Vasilije Micić,Reserves,CHO,202501070CHO
Tidjane Salaün,Reserves,CHO,202501070CHO
Seth Curry,Reserves: Did Not Play,CHO,202501070CHO
Taj Gibson,Reserves: Did Not Play,CHO,202501070CHO
DaQuan Jeffries,Reserves: Did Not Play,CHO,202501070CHO
KJ Simpson,Reserves: Did Not Play,CHO,202501070CHO
Darius Garland,Starter,CLE,202412080MIA
Donovan Mitchell,Starter,CLE,202412080MIA
Dean Wade,Starter,CLE,202412080MIA
Jarrett Allen,Starter,CLE,202412080MIA
Evan Mobley,Starter,CLE,202412080MIA
Georges Niang,Reserves,CLE,202412080MIA
Caris LeVert,Reserves,CLE,202412080MIA
Ty Jerome,Reserves,CLE,202412080MIA
Sam Merrill,Reserves,CLE,202412080MIA
JT Thor,Reserves,CLE,202412080MIA
Luke Travers,Reserves,CLE,202412080MIA
Jaylon Tyson,Reserves,CLE,202412080MIA
Tristan Thompson,Reserves: Did Not Play,CLE,202412080MIA
Bam Adebayo,Starter,MIA,202412080MIA
Tyler Herro,Starter,MIA,202412080MIA
Jimmy Butler,Starter,MIA,202412080MIA
Duncan Robinson,Starter,MIA,202412080MIA
Haywood Highsmith,Starter,MIA,202412080MIA
Terry Rozier,Reserves,MIA,202412080MIA
Dru Smith,Reserves,MIA,202412080MIA
Jaime Jaquez Jr.,Reserves,MIA,202412080MIA
Thomas Bryant,Reserves,MIA,202412080MIA
Kevin Love,Reserves,MIA,202412080MIA
Alec Burks,Reserves: Did Not Play,MIA,202412080MIA
Keshad Johnson,Reserves: Did Not Play,MIA,202412080MIA
Nikola Jović,Reserves: Did Not Play,MIA,202412080MIA
Pelle Larsson,Reserves: Did Not Dress,MIA,202412080MIA
Josh Richardson,Reserves: Did Not Play,MIA,202412080MIA
Nic Claxton,Starter,BRK,202501120UTA
Noah Clowney,Starter,BRK,202501120UTA
Ziaire Williams,Starter,BRK,202501120UTA
Ben Simmons,Starter,BRK,202501120UTA
Keon Johnson,Starter,BRK,202501120UTA
Tyrese Martin,Reserves,BRK,202501120UTA
Jalen Wilson,Reserves,BRK,202501120UTA
Tosan Evbuomwan,Reserves,BRK,202501120UTA
Day'Ron Sharpe,Reserves,BRK,202501120UTA
Reece Beekman,Reserves,BRK,202501120UTA
Cameron Johnson,Reserves: Did Not Dress,BRK,202501120UTA
Dariq Whitehead,Reserves: Did Not Play,BRK,202501120UTA
Collin Sexton,Starter,UTA,202501120UTA
Cody Williams,Starter,UTA,202501120UTA
Isaiah Collier,Starter,UTA,202501120UTA
Drew Eubanks,Starter,UTA,202501120UTA
Micah Potter,Starter,UTA,202501120UTA
Brice Sensabaugh,Reserves,UTA,202501120UTA
Kyle Filipowski,Reserves,UTA,202501120UTA
Elijah Harkless,Reserves,UTA,202501120UTA
Oscar Tshiebwe,Reserves,UTA,202501120UTA
Svi Mykhailiuk,Reserves,UTA,202501120UTA
Walker Kessler,Reserves: Did Not Dress,UTA,202501120UTA
Patty Mills,Reserves: Did Not Play,UTA,202501120UTA
Norman Powell,Starter,LAC,202501290SAS
James Harden,Starter,LAC,202501290SAS
Ivica Zubac,Starter,LAC,202501290SAS
Derrick Jones Jr.,Starter,LAC,202501290SAS
Kawhi Leonard,Starter,LAC,202501290SAS
Amir Coffey,Reserves,LAC,202501290SAS
Kevin Porter Jr.,Reserves,LAC,202501290SAS
Nicolas Batum,Reserves,LAC,202501290SAS
Terance Mann,Reserves,LAC,202501290SAS
Kobe Brown,Reserves,LAC,202501290SAS
Jordan Miller,Reserves,LAC,202501290SAS
Mo Bamba,Reserves: Did Not Play,LAC,202501290SAS
Bones Hyland,Reserves: Did Not Play,LAC,202501290SAS
Victor Wembanyama,Starter,SAS,202501290SAS
Stephon Castle,Starter,SAS,202501290SAS
Devin Vassell,Starter,SAS,202501290SAS
Harrison Barnes,Starter,SAS,202501290SAS
Chris Paul,Starter,SAS,202501290SAS
Jeremy Sochan,Reserves,SAS,202501290SAS
Keldon Johnson,Reserves,SAS,202501290SAS
Julian Champagnie,Reserves,SAS,202501290SAS
Tre Jones,Reserves,SAS,202501290SAS
Sandro Mamukelashvili,Reserves,SAS,202501290SAS
Charles Bassey,Reserves: Did Not Play,SAS,202501290SAS
Malaki Branham,Reserves: Did Not Play,SAS,202501290SAS
Zach Collins,Reserves: Did Not Play,SAS,202501290SAS
Blake Wesley,Reserves: Did Not Play,SAS,202501290SAS
P.J. Washington,Starter,DAL,202501230OKC
Kyrie Irving,Starter,DAL,202501230OKC
Spencer Dinwiddie,Starter,DAL,202501230OKC
Daniel Gafford,Starter,DAL,202501230OKC
Kessler Edwards,Starter,DAL,202501230OKC
Quentin Grimes,Reserves,DAL,202501230OKC
Olivier-Maxence Prosper,Reserves,DAL,202501230OKC
Maxi Kleber,Reserves,DAL,202501230OKC
Brandon Williams,Reserves,DAL,202501230OKC
Markieff Morris,Reserves,DAL,202501230OKC
Jazian Gortman,Reserves: Did Not Play,DAL,202501230OKC
Jaden Hardy,Reserves: Did Not Dress,DAL,202501230OKC
Jalen Williams,Starter,OKC,202501230OKC
Shai Gilgeous-Alexander,Starter,OKC,202501230OKC
Cason Wallace,Starter,OKC,202501230OKC
Jaylin Williams,Starter,OKC,202501230OKC
Luguentz Dort,Starter,OKC,202501230OKC
Aaron Wiggins,Reserves,OKC,202501230OKC
Alex Caruso,Reserves,OKC,202501230OKC
Kenrich Williams,Reserves,OKC,202501230OKC
Dillon Jones,Reserves,OKC,202501230OKC
Branden Carlson,Reserves,OKC,202501230OKC
Alex Ducas,Reserves: Did Not Play,OKC,202501230OKC
Adam Flagler,Reserves: Did Not Play,OKC,202501230OKC
Keyonte George,Starter,UTA,202501220OKC
Collin Sexton,Starter,UTA,202501220OKC
Walker Kessler,Starter,UTA,202501220OKC
Lauri Markkanen,Starter,UTA,202501220OKC
John Collins,Starter,UTA,202501220OKC
Isaiah Collier,Reserves,UTA,202501220OKC
Elijah Harkless,Reserves,UTA,202501220OKC
Drew Eubanks,Reserves,UTA,202501220OKC
Svi Mykhailiuk,Reserves,UTA,202501220OKC
Kyle Filipowski,Reserves,UTA,202501220OKC
Patty Mills,Reserves: Did Not Play,UTA,202501220OKC
Oscar Tshiebwe,Reserves: Did Not Play,UTA,202501220OKC
Shai Gilgeous-Alexander,Starter,OKC,202501220OKC
Jalen Williams,Starter,OKC,202501220OKC
Luguentz Dort,Starter,OKC,202501220OKC
Aaron Wiggins,Starter,OKC,202501220OKC
Jaylin Williams,Starter,OKC,202501220OKC
Cason Wallace,Reserves,OKC,202501220OKC
Alex Caruso,Reserves,OKC,202501220OKC
Kenrich Williams,Reserves,OKC,202501220OKC
Branden Carlson,Reserves,OKC,202501220OKC
Ousmane Dieng,Reserves,OKC,202501220OKC
Adam Flagler,Reserves,OKC,202501220OKC
Alex Ducas,Reserves: Did Not Play,OKC,202501220OKC
Dillon Jones,Reserves: Did Not Play,OKC,202501220OKC
Kyrie Irving,Starter,DAL,202412100OKC
Luka Dončić,Starter,DAL,202412100OKC
Dereck Lively II,Starter,DAL,202412100OKC
Klay Thompson,Starter,DAL,202412100OKC
Quentin Grimes,Starter,DAL,202412100OKC
Naji Marshall,Reserves,DAL,202412100OKC
Spencer Dinwiddie,Reserves,DAL,202412100OKC
Daniel Gafford,Reserves,DAL,202412100OKC
Olivier-Maxence Prosper,Reserves,DAL,202412100OKC
Kessler Edwards,Reserves,DAL,202412100OKC
Jazian Gortman,Reserves,DAL,202412100OKC
Dwight Powell,Reserves,DAL,202412100OKC
Markieff Morris,Reserves: Did Not Play,DAL,202412100OKC
Shai Gilgeous-Alexander,Starter,OKC,202412100OKC
Jalen Williams,Starter,OKC,202412100OKC
Luguentz Dort,Starter,OKC,202412100OKC
Cason Wallace,Starter,OKC,202412100OKC
Isaiah Hartenstein,Starter,OKC,202412100OKC
Alex Caruso,Reserves,OKC,202412100OKC
Kenrich Williams,Reserves,OKC,202412100OKC
Isaiah Joe,Reserves,OKC,202412100OKC
Ajay Mitchell,Reserves,OKC,202412100OKC
Aaron Wiggins,Reserves,OKC,202412100OKC
Branden Carlson,Reserves,OKC,202412100OKC
Dillon Jones,Reserves,OKC,202412100OKC
Anthony Edwards,Starter,MIN,202501040DET
Julius Randle,Starter,MIN,202501040DET
Rudy Gobert,Starter,MIN,202501040DET
Jaden McDaniels,Starter,MIN,202501040DET
Mike Conley,Starter,MIN,202501040DET
Nickeil Alexander-Walker,Reserves,MIN,202501040DET
Donte DiVincenzo,Reserves,MIN,202501040DET
Naz Reid,Reserves,MIN,202501040DET
Joe Ingles,Reserves: Did Not Play,MIN,202501040DET
Leonard Miller,Reserves: Did Not Play,MIN,202501040DET
Tristen Newton,Reserves: Did Not Play,MIN,202501040DET
Terrence Shannon Jr. ,Reserves: Did Not Play,MIN,202501040DET
Cade Cunningham,Starter,DET,202501040DET
Tobias Harris,Starter,DET,202501040DET
Tim Hardaway Jr.,Starter,DET,202501040DET
Ausar Thompson,Starter,DET,202501040DET
Jalen Duren,Starter,DET,202501040DET
Malik Beasley,Reserves,DET,202501040DET
Isaiah Stewart,Reserves,DET,202501040DET
Ron Holland,Reserves,DET,202501040DET
Marcus Sasser,Reserves,DET,202501040DET
Daniss Jenkins,Reserves: Did Not Play,DET,202501040DET
Wendell Moore Jr.,Reserves: Did Not Play,DET,202501040DET
Paul Reed,Reserves: Did Not Play,DET,202501040DET
Collin Sexton,Starter,UTA,202501040MIA
John Collins,Starter,UTA,202501040MIA
Lauri Markkanen,Starter,UTA,202501040MIA
Keyonte George,Starter,UTA,202501040MIA
Walker Kessler,Starter,UTA,202501040MIA
Brice Sensabaugh,Reserves,UTA,202501040MIA
Isaiah Collier,Reserves,UTA,202501040MIA
Kyle Filipowski,Reserves,UTA,202501040MIA
Johnny Juzang,Reserves,UTA,202501040MIA
Micah Potter,Reserves,UTA,202501040MIA
Jordan Clarkson,Reserves,UTA,202501040MIA
Drew Eubanks,Reserves: Did Not Play,UTA,202501040MIA
Patty Mills,Reserves: Did Not Play,UTA,202501040MIA
Svi Mykhailiuk,Reserves: Did Not Play,UTA,202501040MIA
Tyler Herro,Starter,MIA,202501040MIA
Bam Adebayo,Starter,MIA,202501040MIA
Nikola Jović,Starter,MIA,202501040MIA
Terry Rozier,Starter,MIA,202501040MIA
Haywood Highsmith,Starter,MIA,202501040MIA
Jaime Jaquez Jr.,Reserves,MIA,202501040MIA
Kel'el Ware,Reserves,MIA,202501040MIA
Duncan Robinson,Reserves,MIA,202501040MIA
Keshad Johnson,Reserves,MIA,202501040MIA
Josh Christopher,Reserves,MIA,202501040MIA
Pelle Larsson,Reserves,MIA,202501040MIA
Alec Burks,Reserves,MIA,202501040MIA
Jimmy Butler,Reserves,MIA,202501040MIA
Kevin Love,Reserves: Did Not Play,MIA,202501040MIA
Josh Richardson,Reserves: Did Not Dress,MIA,202501040MIA
Kyrie Irving,Starter,DAL,202412280POR
Spencer Dinwiddie,Starter,DAL,202412280POR
Klay Thompson,Starter,DAL,202412280POR
Maxi Kleber,Starter,DAL,202412280POR
Daniel Gafford,Starter,DAL,202412280POR
Quentin Grimes,Reserves,DAL,202412280POR
Jaden Hardy,Reserves,DAL,202412280POR
Olivier-Maxence Prosper,Reserves,DAL,202412280POR
Dwight Powell,Reserves,DAL,202412280POR
Jazian Gortman,Reserves,DAL,202412280POR
Kessler Edwards,Reserves,DAL,202412280POR
Naji Marshall,Reserves: Did Not Dress,DAL,202412280POR
Markieff Morris,Reserves: Did Not Play,DAL,202412280POR
P.J. Washington,Reserves: Did Not Dress,DAL,202412280POR
Brandon Williams,Reserves: Did Not Play,DAL,202412280POR
Jerami Grant,Starter,POR,202412280POR
Anfernee Simons,Starter,POR,202412280POR
Shaedon Sharpe,Starter,POR,202412280POR
Deandre Ayton,Starter,POR,202412280POR
Deni Avdija,Starter,POR,202412280POR
Scoot Henderson,Reserves,POR,202412280POR
Donovan Clingan,Reserves,POR,202412280POR
Kris Murray,Reserves,POR,202412280POR
Rayan Rupert,Reserves,POR,202412280POR
Dalano Banton,Reserves: Did Not Dress,POR,202412280POR
Toumani Camara,Reserves: Did Not Dress,POR,202412280POR
Bryce McGowens,Reserves: Did Not Play,POR,202412280POR
Justin Minaya,Reserves: Did Not Play,POR,202412280POR
Duop Reath,Reserves: Did Not Play,POR,202412280POR
Jabari Walker,Reserves: Did Not Play,POR,202412280POR
Rui Hachimura,Starter,LAL,202412250GSW
LeBron James,Starter,LAL,202412250GSW
Austin Reaves,Starter,LAL,202412250GSW
Max Christie,Starter,LAL,202412250GSW
Anthony Davis,Starter,LAL,202412250GSW
Gabe Vincent,Reserves,LAL,202412250GSW
Dalton Knecht,Reserves,LAL,202412250GSW
Cam Reddish,Reserves,LAL,202412250GSW
Christian Koloko,Reserves,LAL,202412250GSW
Armel Traoré,Reserves: Did Not Play,LAL,202412250GSW
Bronny James,Reserves: Did Not Play,LAL,202412250GSW
Maxwell Lewis,Reserves: Did Not Play,LAL,202412250GSW
Quincy Olivari,Reserves: Did Not Play,LAL,202412250GSW
D'Angelo Russell,Reserves: Did Not Dress,LAL,202412250GSW
Stephen Curry,Starter,GSW,202412250GSW
Andrew Wiggins,Starter,GSW,202412250GSW
Draymond Green,Starter,GSW,202412250GSW
Dennis Schröder,Starter,GSW,202412250GSW
Trayce Jackson-Davis,Starter,GSW,202412250GSW
Jonathan Kuminga,Reserves,GSW,202412250GSW
Brandin Podziemski,Reserves,GSW,202412250GSW
Buddy Hield,Reserves,GSW,202412250GSW
Gary Payton II,Reserves,GSW,202412250GSW
Kevon Looney,Reserves,GSW,202412250GSW
Kyle Anderson,Reserves: Did Not Play,GSW,202412250GSW
Moses Moody,Reserves: Did Not Play,GSW,202412250GSW
Quinten Post,Reserves: Did Not Play,GSW,202412250GSW
Gui Santos,Reserves: Did Not Play,GSW,202412250GSW
Lindy Waters III,Reserves: Did Not Play,GSW,202412250GSW
Devin Booker,Starter,PHO,202501220BRK
Kevin Durant,Starter,PHO,202501220BRK
Tyus Jones,Starter,PHO,202501220BRK
Ryan Dunn,Starter,PHO,202501220BRK
Nick Richards,Starter,PHO,202501220BRK
Grayson Allen,Reserves,PHO,202501220BRK
Royce O'Neale,Reserves,PHO,202501220BRK
Monte Morris,Reserves,PHO,202501220BRK
Mason Plumlee,Reserves,PHO,202501220BRK
Oso Ighodaro,Reserves,PHO,202501220BRK
Damion Lee,Reserves,PHO,202501220BRK
Bol Bol,Reserves,PHO,202501220BRK
Collin Gillespie,Reserves,PHO,202501220BRK
Noah Clowney,Starter,BRK,202501220BRK
Jalen Wilson,Starter,BRK,202501220BRK
Tyrese Martin,Starter,BRK,202501220BRK
Keon Johnson,Starter,BRK,202501220BRK
Nic Claxton,Starter,BRK,202501220BRK
Tosan Evbuomwan,Reserves,BRK,202501220BRK
Day'Ron Sharpe,Reserves,BRK,202501220BRK
Reece Beekman,Reserves,BRK,202501220BRK
Dariq Whitehead,Reserves,BRK,202501220BRK
Cameron Johnson,Reserves: Did Not Dress,BRK,202501220BRK
D'Angelo Russell,Reserves: Did Not Dress,BRK,202501220BRK
Trendon Watford,Reserves: Did Not Dress,BRK,202501220BRK
Michael Porter Jr.,Starter,DEN,202412080ATL
Nikola Jokić,Starter,DEN,202412080ATL
Christian Braun,Starter,DEN,202412080ATL
Russell Westbrook,Starter,DEN,202412080ATL
Aaron Gordon,Starter,DEN,202412080ATL
Julian Strawther,Reserves,DEN,202412080ATL
Peyton Watson,Reserves,DEN,202412080ATL
Jalen Pickett,Reserves,DEN,202412080ATL
DeAndre Jordan,Reserves,DEN,202412080ATL
Hunter Tyson,Reserves,DEN,202412080ATL
Trey Alexander,Reserves,DEN,202412080ATL
PJ Hall,Reserves,DEN,202412080ATL
Zeke Nnaji,Reserves,DEN,202412080ATL
Trae Young,Starter,ATL,202412080ATL
Dyson Daniels,Starter,ATL,202412080ATL
Zaccharie Risacher,Starter,ATL,202412080ATL
Larry Nance Jr.,Starter,ATL,202412080ATL
Clint Capela,Starter,ATL,202412080ATL
Onyeka Okongwu,Reserves,ATL,202412080ATL
De'Andre Hunter,Reserves,ATL,202412080ATL
Garrison Mathews,Reserves,ATL,202412080ATL
Vit Krejci,Reserves,ATL,202412080ATL
Kobe Bufkin,Reserves,ATL,202412080ATL
David Roddy,Reserves,ATL,202412080ATL
Bogdan Bogdanović,Reserves: Did Not Dress,ATL,202412080ATL
Jalen Johnson,Reserves: Did Not Dress,ATL,202412080ATL
Vasilije Micić,Starter,CHO,202412200PHI
Josh Green,Starter,CHO,202412200PHI
Nick Richards,Starter,CHO,202412200PHI
Miles Bridges,Starter,CHO,202412200PHI
Cody Martin,Starter,CHO,202412200PHI
DaQuan Jeffries,Reserves,CHO,202412200PHI
Tidjane Salaün,Reserves,CHO,202412200PHI
Moussa Diabaté,Reserves,CHO,202412200PHI
Isaiah Wong,Reserves,CHO,202412200PHI
Seth Curry,Reserves,CHO,202412200PHI
Taj Gibson,Reserves: Did Not Play,CHO,202412200PHI
Grant Williams,Reserves,CHO,202412200PHI
Kelly Oubre Jr.,Starter,PHI,202412200PHI
Paul George,Starter,PHI,202412200PHI
Tyrese Maxey,Starter,PHI,202412200PHI
Joel Embiid,Starter,PHI,202412200PHI
KJ Martin,Starter,PHI,202412200PHI
Eric Gordon,Reserves,PHI,202412200PHI
Guerschon Yabusele,Reserves,PHI,202412200PHI
Ricky Council IV,Reserves,PHI,202412200PHI
Kyle Lowry,Reserves,PHI,202412200PHI
Andre Drummond,Reserves,PHI,202412200PHI
Adem Bona,Reserves: Did Not Play,PHI,202412200PHI
Jeff Dowtin,Reserves: Did Not Play,PHI,202412200PHI
Reggie Jackson,Reserves: Did Not Play,PHI,202412200PHI
De'Aaron Fox,Starter,SAC,202501230DEN
Domantas Sabonis,Starter,SAC,202501230DEN
DeMar DeRozan,Starter,SAC,202501230DEN
Malik Monk,Starter,SAC,202501230DEN
Keegan Murray,Starter,SAC,202501230DEN
Trey Lyles,Reserves,SAC,202501230DEN
Keon Ellis,Reserves,SAC,202501230DEN
Doug McDermott,Reserves,SAC,202501230DEN
Kevin Huerter,Reserves,SAC,202501230DEN
Devin Carter,Reserves,SAC,202501230DEN
Jae Crowder,Reserves: Did Not Play,SAC,202501230DEN
Mason Jones,Reserves: Did Not Play,SAC,202501230DEN
Alex Len,Reserves: Did Not Play,SAC,202501230DEN
Jordan McLaughlin,Reserves: Did Not Play,SAC,202501230DEN
Jamal Murray,Starter,DEN,202501230DEN
Nikola Jokić,Starter,DEN,202501230DEN
Michael Porter Jr.,Starter,DEN,202501230DEN
Russell Westbrook,Starter,DEN,202501230DEN
Christian Braun,Starter,DEN,202501230DEN
Peyton Watson,Reserves,DEN,202501230DEN
Julian Strawther,Reserves,DEN,202501230DEN
Aaron Gordon,Reserves,DEN,202501230DEN
DeAndre Jordan,Reserves,DEN,202501230DEN
PJ Hall,Reserves: Did Not Play,DEN,202501230DEN
Zeke Nnaji,Reserves: Did Not Play,DEN,202501230DEN
Jalen Pickett,Reserves: Did Not Play,DEN,202501230DEN
Dario Šarić,Reserves: Did Not Play,DEN,202501230DEN
Hunter Tyson,Reserves: Did Not Play,DEN,202501230DEN
LaMelo Ball,Starter,CHO,202501220MEM
Miles Bridges,Starter,CHO,202501220MEM
Mark Williams,Starter,CHO,202501220MEM
Nick Smith Jr.,Starter,CHO,202501220MEM
Josh Green,Starter,CHO,202501220MEM
Cody Martin,Reserves,CHO,202501220MEM
Vasilije Micić,Reserves,CHO,202501220MEM
Moussa Diabaté,Reserves,CHO,202501220MEM
Josh Okogie,Reserves,CHO,202501220MEM
Isaiah Wong,Reserves,CHO,202501220MEM
Seth Curry,Reserves,CHO,202501220MEM
