player_name,player_status,team_name,game_id
Garrison Mathews,Reserves,ATL,202501200NYK
Dominick Barlow,Reserves: Did Not Play,ATL,202501200NYK
Daeqwon Plowden,Reserves: Did Not Play,ATL,202501200NYK
David Roddy,Reserves: Did Not Play,ATL,202501200NYK
OG Anunoby,Starter,NYK,202501200NYK
Jalen Brunson,Starter,NYK,202501200NYK
Josh Hart,Starter,NYK,202501200NYK
Karl-Anthony Towns,Starter,NYK,202501200NYK
Mikal Bridges,Starter,NYK,202501200NYK
Miles McBride,Reserves,NYK,202501200NYK
Precious Achiuwa,Reserves,NYK,202501200NYK
Cameron Payne,Reserves,NYK,202501200NYK
Landry Shamet,Reserves,NYK,202501200NYK
Pacome Dadiet,Reserves: Did Not Play,NYK,202501200NYK
Ariel Hukporti,Reserves: Did Not Play,NYK,202501200NYK
Tyler Kolek,Reserves: Did Not Play,NYK,202501200NYK
Matt Ryan,Reserves: Did Not Play,NYK,202501200NYK
Jericho Sims,Reserves: Did Not Play,NYK,202501200NYK
Jacob Toppin,Reserves: Did Not Play,NYK,202501200NYK
P.J. Washington,Starter,DAL,202412300SAC
Spencer Dinwiddie,Starter,DAL,202412300SAC
Quentin Grimes,Starter,DAL,202412300SAC
Daniel Gafford,Starter,DAL,202412300SAC
Jaden Hardy,Starter,DAL,202412300SAC
Maxi Kleber,Reserves,DAL,202412300SAC
Brandon Williams,Reserves,DAL,202412300SAC
Dwight Powell,Reserves,DAL,202412300SAC
Olivier-Maxence Prosper,Reserves,DAL,202412300SAC
Jazian Gortman,Reserves,DAL,202412300SAC
Kessler Edwards,Reserves,DAL,202412300SAC
Naji Marshall,Reserves,DAL,202412300SAC
Markieff Morris,Reserves: Did Not Play,DAL,202412300SAC
Keegan Murray,Starter,SAC,202412300SAC
Malik Monk,Starter,SAC,202412300SAC
De'Aaron Fox,Starter,SAC,202412300SAC
Domantas Sabonis,Starter,SAC,202412300SAC
DeMar DeRozan,Starter,SAC,202412300SAC
Trey Lyles,Reserves,SAC,202412300SAC
Keon Ellis,Reserves,SAC,202412300SAC
Kevin Huerter,Reserves,SAC,202412300SAC
Alex Len,Reserves,SAC,202412300SAC
Isaiah Crawford,Reserves,SAC,202412300SAC
Colby Jones,Reserves,SAC,202412300SAC
Isaac Jones,Reserves,SAC,202412300SAC
Jordan McLaughlin,Reserves,SAC,202412300SAC
Orlando Robinson,Reserves: Did Not Play,SAC,202412300SAC
Jaylen Wells,Starter,MEM,202501030SAC
Desmond Bane,Starter,MEM,202501030SAC
Jaren Jackson Jr.,Starter,MEM,202501030SAC
Scotty Pippen Jr.,Starter,MEM,202501030SAC
Brandon Clarke,Starter,MEM,202501030SAC
Luke Kennard,Reserves,MEM,202501030SAC
Zach Edey,Reserves,MEM,202501030SAC
Jake LaRavia,Reserves,MEM,202501030SAC
John Konchar,Reserves,MEM,202501030SAC
Jay Huff,Reserves,MEM,202501030SAC
Colin Castleton,Reserves: Did Not Play,MEM,202501030SAC
Cam Spencer,Reserves: Did Not Play,MEM,202501030SAC
De'Aaron Fox,Starter,SAC,202501030SAC
Domantas Sabonis,Starter,SAC,202501030SAC
DeMar DeRozan,Starter,SAC,202501030SAC
Keon Ellis,Starter,SAC,202501030SAC
Malik Monk,Starter,SAC,202501030SAC
Trey Lyles,Reserves,SAC,202501030SAC
Kevin Huerter,Reserves,SAC,202501030SAC
Devin Carter,Reserves,SAC,202501030SAC
Alex Len,Reserves,SAC,202501030SAC
Jae Crowder,Reserves: Did Not Play,SAC,202501030SAC
Colby Jones,Reserves: Did Not Play,SAC,202501030SAC
Isaac Jones,Reserves: Did Not Play,SAC,202501030SAC
Doug McDermott,Reserves: Did Not Play,SAC,202501030SAC
Jordan McLaughlin,Reserves: Did Not Play,SAC,202501030SAC
Orlando Robinson,Reserves: Did Not Play,SAC,202501030SAC
Nikola Jokić,Starter,DEN,202412010LAC
Jamal Murray,Starter,DEN,202412010LAC
Christian Braun,Starter,DEN,202412010LAC
Michael Porter Jr.,Starter,DEN,202412010LAC
Peyton Watson,Starter,DEN,202412010LAC
Russell Westbrook,Reserves,DEN,202412010LAC
Aaron Gordon,Reserves,DEN,202412010LAC
Julian Strawther,Reserves,DEN,202412010LAC
PJ Hall,Reserves: Did Not Play,DEN,202412010LAC
DeAndre Jordan,Reserves: Did Not Play,DEN,202412010LAC
Zeke Nnaji,Reserves: Did Not Play,DEN,202412010LAC
Jalen Pickett,Reserves: Did Not Play,DEN,202412010LAC
Dario Šarić,Reserves: Did Not Play,DEN,202412010LAC
Hunter Tyson,Reserves: Did Not Play,DEN,202412010LAC
James Harden,Starter,LAC,202412010LAC
Ivica Zubac,Starter,LAC,202412010LAC
Derrick Jones Jr.,Starter,LAC,202412010LAC
Norman Powell,Starter,LAC,202412010LAC
Kris Dunn,Starter,LAC,202412010LAC
Terance Mann,Reserves,LAC,202412010LAC
Nicolas Batum,Reserves,LAC,202412010LAC
Amir Coffey,Reserves,LAC,202412010LAC
Jordan Miller,Reserves,LAC,202412010LAC
Mo Bamba,Reserves,LAC,202412010LAC
Bones Hyland,Reserves: Did Not Play,LAC,202412010LAC
Kai Jones,Reserves: Did Not Play,LAC,202412010LAC
Jamal Murray,Starter,DEN,202501310PHI
Nikola Jokić,Starter,DEN,202501310PHI
Aaron Gordon,Starter,DEN,202501310PHI
Michael Porter Jr.,Starter,DEN,202501310PHI
Russell Westbrook,Starter,DEN,202501310PHI
Christian Braun,Reserves,DEN,202501310PHI
Peyton Watson,Reserves,DEN,202501310PHI
Julian Strawther,Reserves,DEN,202501310PHI
PJ Hall,Reserves: Did Not Play,DEN,202501310PHI
DeAndre Jordan,Reserves: Did Not Play,DEN,202501310PHI
Zeke Nnaji,Reserves: Did Not Play,DEN,202501310PHI
Jalen Pickett,Reserves: Did Not Play,DEN,202501310PHI
Dario Šarić,Reserves: Did Not Play,DEN,202501310PHI
Hunter Tyson,Reserves: Did Not Play,DEN,202501310PHI
Kelly Oubre Jr.,Starter,PHI,202501310PHI
Tyrese Maxey,Starter,PHI,202501310PHI
Guerschon Yabusele,Starter,PHI,202501310PHI
Justin Edwards,Starter,PHI,202501310PHI
Eric Gordon,Starter,PHI,202501310PHI
Kyle Lowry,Reserves,PHI,202501310PHI
Reggie Jackson,Reserves,PHI,202501310PHI
Ricky Council IV,Reserves,PHI,202501310PHI
Adem Bona,Reserves,PHI,202501310PHI
Andre Drummond,Reserves: Did Not Dress,PHI,202501310PHI
Caleb Martin,Reserves: Did Not Dress,PHI,202501310PHI
Pete Nance,Reserves: Did Not Play,PHI,202501310PHI
Guerschon Yabusele,Starter,PHI,202501120ORL
Tyrese Maxey,Starter,PHI,202501120ORL
Paul George,Starter,PHI,202501120ORL
Kelly Oubre Jr.,Starter,PHI,202501120ORL
Eric Gordon,Starter,PHI,202501120ORL
Justin Edwards,Reserves,PHI,202501120ORL
Adem Bona,Reserves,PHI,202501120ORL
Reggie Jackson,Reserves,PHI,202501120ORL
Ricky Council IV,Reserves,PHI,202501120ORL
Jeff Dowtin,Reserves,PHI,202501120ORL
Joel Embiid,Reserves: Did Not Dress,PHI,202501120ORL
Caleb Martin,Reserves: Did Not Play,PHI,202501120ORL
Cole Anthony,Starter,ORL,202501120ORL
Paolo Banchero,Starter,ORL,202501120ORL
Caleb Houstan,Starter,ORL,202501120ORL
Goga Bitadze,Starter,ORL,202501120ORL
Tristan Da Silva,Starter,ORL,202501120ORL
Anthony Black,Reserves,ORL,202501120ORL
Trevelin Queen,Reserves,ORL,202501120ORL
Jonathan Isaac,Reserves,ORL,202501120ORL
Wendell Carter Jr.,Reserves,ORL,202501120ORL
Cory Joseph,Reserves,ORL,202501120ORL
Kentavious Caldwell-Pope,Reserves: Did Not Dress,ORL,202501120ORL
Tyler Herro,Starter,MIA,202412210ORL
Bam Adebayo,Starter,MIA,202412210ORL
Duncan Robinson,Starter,MIA,202412210ORL
Dru Smith,Starter,MIA,202412210ORL
Nikola Jović,Starter,MIA,202412210ORL
Terry Rozier,Reserves,MIA,202412210ORL
Pelle Larsson,Reserves,MIA,202412210ORL
Jaime Jaquez Jr.,Reserves,MIA,202412210ORL
Kel'el Ware,Reserves,MIA,202412210ORL
Haywood Highsmith,Reserves,MIA,202412210ORL
Alec Burks,Reserves: Did Not Play,MIA,202412210ORL
Jimmy Butler,Reserves,MIA,202412210ORL
Josh Christopher,Reserves: Did Not Play,MIA,202412210ORL
Keshad Johnson,Reserves: Did Not Play,MIA,202412210ORL
Kentavious Caldwell-Pope,Starter,ORL,202412210ORL
Goga Bitadze,Starter,ORL,202412210ORL
Tristan Da Silva,Starter,ORL,202412210ORL
Anthony Black,Starter,ORL,202412210ORL
Wendell Carter Jr.,Starter,ORL,202412210ORL
Cole Anthony,Reserves,ORL,202412210ORL
Cory Joseph,Reserves,ORL,202412210ORL
Trevelin Queen,Reserves,ORL,202412210ORL
Jonathan Isaac,Reserves,ORL,202412210ORL
Jett Howard,Reserves,ORL,202412210ORL
Caleb Houstan,Reserves,ORL,202412210ORL
Moritz Wagner,Reserves,ORL,202412210ORL
Jalen Suggs,Reserves: Did Not Play,ORL,202412210ORL
Pascal Siakam,Starter,IND,202412190PHO
Tyrese Haliburton,Starter,IND,202412190PHO
Bennedict Mathurin,Starter,IND,202412190PHO
Myles Turner,Starter,IND,202412190PHO
Andrew Nembhard,Starter,IND,202412190PHO
Obi Toppin,Reserves,IND,202412190PHO
Ben Sheppard,Reserves,IND,202412190PHO
T.J. McConnell,Reserves,IND,202412190PHO
Jarace Walker,Reserves,IND,202412190PHO
Thomas Bryant,Reserves,IND,202412190PHO
Johnny Furphy,Reserves: Did Not Play,IND,202412190PHO
James Johnson,Reserves: Did Not Play,IND,202412190PHO
Aaron Nesmith,Reserves: Did Not Play,IND,202412190PHO
Kevin Durant,Starter,PHO,202412190PHO
Jusuf Nurkić,Starter,PHO,202412190PHO
Bradley Beal,Starter,PHO,202412190PHO
Tyus Jones,Starter,PHO,202412190PHO
Devin Booker,Starter,PHO,202412190PHO
Grayson Allen,Reserves,PHO,202412190PHO
Royce O'Neale,Reserves,PHO,202412190PHO
Monte Morris,Reserves,PHO,202412190PHO
Ryan Dunn,Reserves,PHO,202412190PHO
Oso Ighodaro,Reserves,PHO,202412190PHO
Mason Plumlee,Reserves,PHO,202412190PHO
Bol Bol,Reserves: Did Not Play,PHO,202412190PHO
Damion Lee,Reserves: Did Not Play,PHO,202412190PHO
Josh Okogie,Reserves: Did Not Play,PHO,202412190PHO
Zaccharie Risacher,Starter,ATL,202501010DEN
Trae Young,Starter,ATL,202501010DEN
Dyson Daniels,Starter,ATL,202501010DEN
Garrison Mathews,Starter,ATL,202501010DEN
Clint Capela,Starter,ATL,202501010DEN
Vit Krejci,Reserves,ATL,202501010DEN
De'Andre Hunter,Reserves,ATL,202501010DEN
Onyeka Okongwu,Reserves,ATL,202501010DEN
David Roddy,Reserves,ATL,202501010DEN
Dominick Barlow,Reserves,ATL,202501010DEN
Bogdan Bogdanović,Reserves: Did Not Dress,ATL,202501010DEN
Jalen Johnson,Reserves: Did Not Dress,ATL,202501010DEN
Jamal Murray,Starter,DEN,202501010DEN
Christian Braun,Starter,DEN,202501010DEN
Nikola Jokić,Starter,DEN,202501010DEN
Russell Westbrook,Starter,DEN,202501010DEN
Michael Porter Jr.,Starter,DEN,202501010DEN
Julian Strawther,Reserves,DEN,202501010DEN
Peyton Watson,Reserves,DEN,202501010DEN
DeAndre Jordan,Reserves,DEN,202501010DEN
Jalen Pickett,Reserves,DEN,202501010DEN
Hunter Tyson,Reserves,DEN,202501010DEN
Spencer Jones,Reserves,DEN,202501010DEN
Zeke Nnaji,Reserves,DEN,202501010DEN
Dario Šarić,Reserves: Did Not Play,DEN,202501010DEN
Mikal Bridges,Starter,NYK,202412210NOP
Josh Hart,Starter,NYK,202412210NOP
Jalen Brunson,Starter,NYK,202412210NOP
OG Anunoby,Starter,NYK,202412210NOP
Karl-Anthony Towns,Starter,NYK,202412210NOP
Miles McBride,Reserves,NYK,202412210NOP
Jericho Sims,Reserves,NYK,202412210NOP
Precious Achiuwa,Reserves,NYK,202412210NOP
Cameron Payne,Reserves,NYK,202412210NOP
Tyler Kolek,Reserves: Did Not Play,NYK,202412210NOP
Matt Ryan,Reserves: Did Not Play,NYK,202412210NOP
Jacob Toppin,Reserves: Did Not Play,NYK,202412210NOP
Trey Murphy III,Starter,NOP,202412210NOP
Dejounte Murray,Starter,NOP,202412210NOP
Herbert Jones,Starter,NOP,202412210NOP
CJ McCollum,Starter,NOP,202412210NOP
Yves Missi,Starter,NOP,202412210NOP
Jordan Hawkins,Reserves,NOP,202412210NOP
Jeremiah Robinson-Earl,Reserves,NOP,202412210NOP
Javonte Green,Reserves,NOP,202412210NOP
Brandon Boston Jr.,Reserves,NOP,202412210NOP
Jose Alvarado,Reserves: Did Not Dress,NOP,202412210NOP
Trey Jemison,Reserves: Did Not Play,NOP,202412210NOP
Antonio Reeves,Reserves: Did Not Play,NOP,202412210NOP
Nikola Jokić,Starter,DEN,202501120DAL
Russell Westbrook,Starter,DEN,202501120DAL
Jamal Murray,Starter,DEN,202501120DAL
Michael Porter Jr.,Starter,DEN,202501120DAL
Christian Braun,Starter,DEN,202501120DAL
Peyton Watson,Reserves,DEN,202501120DAL
Julian Strawther,Reserves,DEN,202501120DAL
Aaron Gordon,Reserves,DEN,202501120DAL
DeAndre Jordan,Reserves,DEN,202501120DAL
Trey Alexander,Reserves: Did Not Play,DEN,202501120DAL
Zeke Nnaji,Reserves: Did Not Play,DEN,202501120DAL
Jalen Pickett,Reserves: Did Not Play,DEN,202501120DAL
Dario Šarić,Reserves: Did Not Play,DEN,202501120DAL
Hunter Tyson,Reserves: Did Not Play,DEN,202501120DAL
Spencer Dinwiddie,Starter,DAL,202501120DAL
P.J. Washington,Starter,DAL,202501120DAL
Klay Thompson,Starter,DAL,202501120DAL
Naji Marshall,Starter,DAL,202501120DAL
Dereck Lively II,Starter,DAL,202501120DAL
Maxi Kleber,Reserves,DAL,202501120DAL
Quentin Grimes,Reserves,DAL,202501120DAL
Jaden Hardy,Reserves,DAL,202501120DAL
Daniel Gafford,Reserves,DAL,202501120DAL
Olivier-Maxence Prosper,Reserves,DAL,202501120DAL
Markieff Morris,Reserves: Did Not Play,DAL,202501120DAL
Dwight Powell,Reserves: Did Not Play,DAL,202501120DAL
Brandon Williams,Reserves: Did Not Play,DAL,202501120DAL
Nic Claxton,Starter,BRK,202501010TOR
Keon Johnson,Starter,BRK,202501010TOR
Noah Clowney,Starter,BRK,202501010TOR
Cameron Johnson,Starter,BRK,202501010TOR
Ben Simmons,Starter,BRK,202501010TOR
Jalen Wilson,Reserves,BRK,202501010TOR
D'Angelo Russell,Reserves,BRK,202501010TOR
Tyrese Martin,Reserves,BRK,202501010TOR
Day'Ron Sharpe,Reserves,BRK,202501010TOR
Reece Beekman,Reserves,BRK,202501010TOR
Maxwell Lewis,Reserves,BRK,202501010TOR
Cam Thomas,Reserves: Did Not Dress,BRK,202501010TOR
Scottie Barnes,Starter,TOR,202501010TOR
Ochai Agbaji,Starter,TOR,202501010TOR
Gradey Dick,Starter,TOR,202501010TOR
Jakob Poeltl,Starter,TOR,202501010TOR
Immanuel Quickley,Starter,TOR,202501010TOR
Jamal Shead,Reserves,TOR,202501010TOR
Ja'Kobe Walter,Reserves,TOR,202501010TOR
Kelly Olynyk,Reserves,TOR,202501010TOR
Davion Mitchell,Reserves,TOR,202501010TOR
Chris Boucher,Reserves,TOR,202501010TOR
Jamison Battle,Reserves,TOR,202501010TOR
Ulrich Chomche,Reserves,TOR,202501010TOR
Jonathan Mogbo,Reserves,TOR,202501010TOR
Bruno Fernando,Reserves: Did Not Play,TOR,202501010TOR
Garrett Temple,Reserves: Did Not Play,TOR,202501010TOR
Malik Monk,Starter,SAC,202412060SAS
Keegan Murray,Starter,SAC,202412060SAS
De'Aaron Fox,Starter,SAC,202412060SAS
Domantas Sabonis,Starter,SAC,202412060SAS
DeMar DeRozan,Starter,SAC,202412060SAS
Kevin Huerter,Reserves,SAC,202412060SAS
Keon Ellis,Reserves,SAC,202412060SAS
Orlando Robinson,Reserves,SAC,202412060SAS
Isaac Jones,Reserves,SAC,202412060SAS
Colby Jones,Reserves,SAC,202412060SAS
Alex Len,Reserves,SAC,202412060SAS
Doug McDermott,Reserves,SAC,202412060SAS
Jordan McLaughlin,Reserves,SAC,202412060SAS
Jae Crowder,Reserves: Did Not Play,SAC,202412060SAS
Mason Jones,Reserves: Did Not Play,SAC,202412060SAS
Julian Champagnie,Starter,SAS,202412060SAS
Chris Paul,Starter,SAS,202412060SAS
Stephon Castle,Starter,SAS,202412060SAS
Harrison Barnes,Starter,SAS,202412060SAS
Zach Collins,Starter,SAS,202412060SAS
Charles Bassey,Reserves,SAS,202412060SAS
Keldon Johnson,Reserves,SAS,202412060SAS
Jeremy Sochan,Reserves,SAS,202412060SAS
Sandro Mamukelashvili,Reserves,SAS,202412060SAS
Malaki Branham,Reserves,SAS,202412060SAS
Sidy Cissoko,Reserves,SAS,202412060SAS
Blake Wesley,Reserves,SAS,202412060SAS
Norman Powell,Starter,LAC,202412210DAL
James Harden,Starter,LAC,202412210DAL
Ivica Zubac,Starter,LAC,202412210DAL
Kris Dunn,Starter,LAC,202412210DAL
Derrick Jones Jr.,Starter,LAC,202412210DAL
Kevin Porter Jr.,Reserves,LAC,202412210DAL
Amir Coffey,Reserves,LAC,202412210DAL
Nicolas Batum,Reserves,LAC,202412210DAL
Mo Bamba,Reserves,LAC,202412210DAL
Kai Jones,Reserves,LAC,202412210DAL
Jordan Miller,Reserves,LAC,202412210DAL
Bones Hyland,Reserves: Did Not Play,LAC,202412210DAL
Kyrie Irving,Starter,DAL,202412210DAL
P.J. Washington,Starter,DAL,202412210DAL
Spencer Dinwiddie,Starter,DAL,202412210DAL
Dereck Lively II,Starter,DAL,202412210DAL
Klay Thompson,Starter,DAL,202412210DAL
Quentin Grimes,Reserves,DAL,202412210DAL
Naji Marshall,Reserves,DAL,202412210DAL
Daniel Gafford,Reserves,DAL,202412210DAL
Maxi Kleber,Reserves,DAL,202412210DAL
Kessler Edwards,Reserves,DAL,202412210DAL
Jazian Gortman,Reserves,DAL,202412210DAL
Dwight Powell,Reserves,DAL,202412210DAL
Olivier-Maxence Prosper,Reserves,DAL,202412210DAL
Markieff Morris,Reserves: Did Not Play,DAL,202412210DAL
Kyrie Irving,Starter,DAL,202501010HOU
Klay Thompson,Starter,DAL,202501010HOU
Spencer Dinwiddie,Starter,DAL,202501010HOU
Dereck Lively II,Starter,DAL,202501010HOU
P.J. Washington,Starter,DAL,202501010HOU
Quentin Grimes,Reserves,DAL,202501010HOU
Maxi Kleber,Reserves,DAL,202501010HOU
Jaden Hardy,Reserves,DAL,202501010HOU
Daniel Gafford,Reserves,DAL,202501010HOU
Olivier-Maxence Prosper,Reserves,DAL,202501010HOU
Dwight Powell,Reserves,DAL,202501010HOU
Brandon Williams,Reserves,DAL,202501010HOU
Jazian Gortman,Reserves,DAL,202501010HOU
Naji Marshall,Reserves,DAL,202501010HOU
Markieff Morris,Reserves: Did Not Play,DAL,202501010HOU
Fred VanVleet,Starter,HOU,202501010HOU
Dillon Brooks,Starter,HOU,202501010HOU
Jalen Green,Starter,HOU,202501010HOU
Alperen Şengün,Starter,HOU,202501010HOU
Jabari Smith Jr.,Starter,HOU,202501010HOU
Cam Whitmore,Reserves,HOU,202501010HOU
Aaron Holiday,Reserves,HOU,202501010HOU
Jae'Sean Tate,Reserves,HOU,202501010HOU
Steven Adams,Reserves,HOU,202501010HOU
Tari Eason,Reserves: Did Not Dress,HOU,202501010HOU
Jeff Green,Reserves: Did Not Play,HOU,202501010HOU
Jock Landale,Reserves: Did Not Play,HOU,202501010HOU
Reed Sheppard,Reserves: Did Not Play,HOU,202501010HOU
Amen Thompson,Reserves,HOU,202501010HOU
Anfernee Simons,Starter,POR,202501240CHO
Toumani Camara,Starter,POR,202501240CHO
Jerami Grant,Starter,POR,202501240CHO
Deni Avdija,Starter,POR,202501240CHO
Donovan Clingan,Starter,POR,202501240CHO
Shaedon Sharpe,Reserves,POR,202501240CHO
Scoot Henderson,Reserves,POR,202501240CHO
Dalano Banton,Reserves,POR,202501240CHO
Jabari Walker,Reserves,POR,202501240CHO
Bryce McGowens,Reserves: Did Not Play,POR,202501240CHO
Justin Minaya,Reserves: Did Not Play,POR,202501240CHO
Kris Murray,Reserves: Did Not Play,POR,202501240CHO
Duop Reath,Reserves: Did Not Play,POR,202501240CHO
Rayan Rupert,Reserves: Did Not Play,POR,202501240CHO
Robert Williams,Reserves: Did Not Dress,POR,202501240CHO
Nick Smith Jr.,Starter,CHO,202501240CHO
Josh Green,Starter,CHO,202501240CHO
Vasilije Micić,Starter,CHO,202501240CHO
Mark Williams,Starter,CHO,202501240CHO
Cody Martin,Starter,CHO,202501240CHO
Josh Okogie,Reserves,CHO,202501240CHO
Moussa Diabaté,Reserves,CHO,202501240CHO
KJ Simpson,Reserves,CHO,202501240CHO
DaQuan Jeffries,Reserves,CHO,202501240CHO
Isaiah Wong,Reserves,CHO,202501240CHO
Taj Gibson,Reserves: Did Not Play,CHO,202501240CHO
Grant Williams,Reserves: Did Not Dress,CHO,202501240CHO
Devin Vassell,Starter,SAS,202501190MIA
Harrison Barnes,Starter,SAS,202501190MIA
Victor Wembanyama,Starter,SAS,202501190MIA
Chris Paul,Starter,SAS,202501190MIA
Stephon Castle,Starter,SAS,202501190MIA
Julian Champagnie,Reserves,SAS,202501190MIA
Keldon Johnson,Reserves,SAS,202501190MIA
Tre Jones,Reserves,SAS,202501190MIA
Charles Bassey,Reserves,SAS,202501190MIA
Sandro Mamukelashvili,Reserves,SAS,202501190MIA
Zach Collins,Reserves,SAS,202501190MIA
Sidy Cissoko,Reserves,SAS,202501190MIA
Blake Wesley,Reserves,SAS,202501190MIA
Malaki Branham,Reserves,SAS,202501190MIA
Tyler Herro,Starter,MIA,202501190MIA
Duncan Robinson,Starter,MIA,202501190MIA
Jimmy Butler,Starter,MIA,202501190MIA
Bam Adebayo,Starter,MIA,202501190MIA
Haywood Highsmith,Starter,MIA,202501190MIA
Kel'el Ware,Reserves,MIA,202501190MIA
Terry Rozier,Reserves,MIA,202501190MIA
Nikola Jović,Reserves,MIA,202501190MIA
Jaime Jaquez Jr.,Reserves,MIA,202501190MIA
Pelle Larsson,Reserves,MIA,202501190MIA
Josh Christopher,Reserves,MIA,202501190MIA
Keshad Johnson,Reserves,MIA,202501190MIA
Alec Burks,Reserves: Did Not Play,MIA,202501190MIA
Kevin Love,Reserves: Did Not Play,MIA,202501190MIA
Josh Richardson,Reserves: Did Not Dress,MIA,202501190MIA
Jordan Hawkins,Starter,NOP,202501250CHO
Trey Murphy III,Starter,NOP,202501250CHO
Zion Williamson,Starter,NOP,202501250CHO
CJ McCollum,Starter,NOP,202501250CHO
Yves Missi,Starter,NOP,202501250CHO
Jose Alvarado,Reserves,NOP,202501250CHO
Javonte Green,Reserves,NOP,202501250CHO
Antonio Reeves,Reserves,NOP,202501250CHO
Jeremiah Robinson-Earl,Reserves,NOP,202501250CHO
Daniel Theis,Reserves,NOP,202501250CHO
Karlo Matković,Reserves,NOP,202501250CHO
Herbert Jones,Reserves: Did Not Dress,NOP,202501250CHO
LaMelo Ball,Starter,CHO,202501250CHO
Miles Bridges,Starter,CHO,202501250CHO
Josh Green,Starter,CHO,202501250CHO
Nick Smith Jr.,Starter,CHO,202501250CHO
Taj Gibson,Starter,CHO,202501250CHO
Moussa Diabaté,Reserves,CHO,202501250CHO
DaQuan Jeffries,Reserves,CHO,202501250CHO
Vasilije Micić,Reserves,CHO,202501250CHO
Josh Okogie,Reserves,CHO,202501250CHO
Seth Curry,Reserves,CHO,202501250CHO
Isaiah Wong,Reserves,CHO,202501250CHO
Grant Williams,Reserves: Did Not Dress,CHO,202501250CHO
Tyrese Maxey,Starter,PHI,202412160CHO
Paul George,Starter,PHI,202412160CHO
Kelly Oubre Jr.,Starter,PHI,202412160CHO
Andre Drummond,Starter,PHI,202412160CHO
KJ Martin,Starter,PHI,202412160CHO
Eric Gordon,Reserves,PHI,202412160CHO
Guerschon Yabusele,Reserves,PHI,202412160CHO
Kyle Lowry,Reserves,PHI,202412160CHO
Ricky Council IV,Reserves,PHI,202412160CHO
Jeff Dowtin,Reserves: Did Not Play,PHI,202412160CHO
Justin Edwards,Reserves: Did Not Play,PHI,202412160CHO
Reggie Jackson,Reserves: Did Not Play,PHI,202412160CHO
Pete Nance,Reserves: Did Not Play,PHI,202412160CHO
Brandon Miller,Starter,CHO,202412160CHO
Josh Green,Starter,CHO,202412160CHO
Miles Bridges,Starter,CHO,202412160CHO
LaMelo Ball,Starter,CHO,202412160CHO
Mark Williams,Starter,CHO,202412160CHO
Cody Martin,Reserves,CHO,202412160CHO
Tidjane Salaün,Reserves,CHO,202412160CHO
Vasilije Micić,Reserves,CHO,202412160CHO
Moussa Diabaté,Reserves,CHO,202412160CHO
Nick Richards,Reserves,CHO,202412160CHO
Isaiah Wong,Reserves,CHO,202412160CHO
Seth Curry,Reserves: Did Not Play,CHO,202412160CHO
Taj Gibson,Reserves: Did Not Play,CHO,202412160CHO
DaQuan Jeffries,Reserves: Did Not Play,CHO,202412160CHO
Devin Booker,Starter,PHO,202501180DET
Kevin Durant,Starter,PHO,202501180DET
Tyus Jones,Starter,PHO,202501180DET
Ryan Dunn,Starter,PHO,202501180DET
Mason Plumlee,Starter,PHO,202501180DET
Nick Richards,Reserves,PHO,202501180DET
Grayson Allen,Reserves,PHO,202501180DET
Royce O'Neale,Reserves,PHO,202501180DET
Monte Morris,Reserves,PHO,202501180DET
Oso Ighodaro,Reserves,PHO,202501180DET
Bol Bol,Reserves: Did Not Play,PHO,202501180DET
Collin Gillespie,Reserves: Did Not Play,PHO,202501180DET
Damion Lee,Reserves: Did Not Play,PHO,202501180DET
Tobias Harris,Starter,DET,202501180DET
Cade Cunningham,Starter,DET,202501180DET
Tim Hardaway Jr.,Starter,DET,202501180DET
Jalen Duren,Starter,DET,202501180DET
Ausar Thompson,Starter,DET,202501180DET
Malik Beasley,Reserves,DET,202501180DET
Marcus Sasser,Reserves,DET,202501180DET
Isaiah Stewart,Reserves,DET,202501180DET
Ron Holland,Reserves,DET,202501180DET
Simone Fontecchio,Reserves,DET,202501180DET
Paul Reed,Reserves,DET,202501180DET
Wendell Moore Jr.,Reserves: Did Not Play,DET,202501180DET
Anthony Edwards,Starter,MIN,202501300UTA
Rudy Gobert,Starter,MIN,202501300UTA
Nickeil Alexander-Walker,Starter,MIN,202501300UTA
Jaden McDaniels,Starter,MIN,202501300UTA
Julius Randle,Starter,MIN,202501300UTA
Naz Reid,Reserves,MIN,202501300UTA
Rob Dillingham,Reserves,MIN,202501300UTA
Jaylen Clark,Reserves,MIN,202501300UTA
Luka Garza,Reserves,MIN,202501300UTA
Josh Minott,Reserves,MIN,202501300UTA
Leonard Miller,Reserves,MIN,202501300UTA
Joe Ingles,Reserves,MIN,202501300UTA
Lauri Markkanen,Starter,UTA,202501300UTA
Isaiah Collier,Starter,UTA,202501300UTA
Collin Sexton,Starter,UTA,202501300UTA
John Collins,Starter,UTA,202501300UTA
Walker Kessler,Starter,UTA,202501300UTA
Keyonte George,Reserves,UTA,202501300UTA
Jordan Clarkson,Reserves,UTA,202501300UTA
Brice Sensabaugh,Reserves,UTA,202501300UTA
Kyle Filipowski,Reserves,UTA,202501300UTA
Drew Eubanks,Reserves,UTA,202501300UTA
Patty Mills,Reserves: Did Not Play,UTA,202501300UTA
Svi Mykhailiuk,Reserves: Did Not Play,UTA,202501300UTA
Micah Potter,Reserves: Did Not Play,UTA,202501300UTA
Tyler Herro,Starter,MIA,202501150LAL
